Column1,date,temperature_2m_max,temperature_2m_min,sunshine_duration,precipitation_sum,et0_fao_evapotranspiration
155,8/1/1990 3:00,27.41125,16.077917,48635.02,0.21666668,13.728547
156,8/2/1990 3:00,28.819586,15.702916,49691.465,0,12.522785
157,8/3/1990 3:00,29.386251,16.16125,49765.2,0,12.431271
158,8/4/1990 3:00,31.102919,16.769583,49427.97,0,11.654813
159,8/5/1990 3:00,28.777916,16.48625,44882.74,0.28333333,18.314285
160,8/6/1990 3:00,21.18625,14.519584,37080.7,3,17.312292
161,8/7/1990 3:00,19.28625,12.252917,46916.598,0.06666667,12.831449
162,8/8/1990 3:00,20.227919,11.077916,37292.008,0.06666667,10.974931
163,8/9/1990 3:00,22.694582,12.71125,35980.75,1.75,11.142146
164,8/10/1990 3:00,23.569582,13.694583,40508.805,1.6333332,17.311895
165,8/11/1990 3:00,26.369583,14.211249,42475.742,0,10.659589
166,8/12/1990 3:00,29.886251,14.736251,46785.234,0,10.470806
167,8/13/1990 3:00,29.91125,17.711252,42584.887,1.1666666,15.043191
168,8/14/1990 3:00,26.302916,16.844584,34874.035,5.7999997,11.899659
169,8/15/1990 3:00,24.586248,16.244583,40910.45,0.7333333,15.933343
170,8/16/1990 3:00,23.544584,15.544582,37505.27,4.483333,19.587675
171,8/17/1990 3:00,18.71125,12.802917,38305.49,2.8500004,20.319033
172,8/18/1990 3:00,18.769585,11.369583,27153.666,3.8333333,17.043926
173,8/19/1990 3:00,20.752916,12.444583,34813.53,1.8499999,13.680157
174,8/20/1990 3:00,21.169582,13.58625,34430.742,6.066667,30.597464
175,8/21/1990 3:00,18.186249,12.694583,25964.33,2.7666664,29.063025
176,8/22/1990 3:00,18.527918,12.727916,24782.602,0.083333336,15.322228
177,8/23/1990 3:00,21.777918,11.869583,36120.973,0,12.28707
178,8/24/1990 3:00,25.21125,11.152916,45681.45,0,9.187893
179,8/25/1990 3:00,26.53625,14.144582,43399.32,0.45000002,14.275868
180,8/26/1990 3:00,23.127916,14.91125,40400.918,1.3499999,10.833125
181,8/27/1990 3:00,25.452917,14.5112505,43082.965,0.41666672,9.323027
182,8/28/1990 3:00,26.56125,14.694584,44445.19,0.8,8.608478
183,8/29/1990 3:00,28.102915,15.486251,44174.28,0.6333334,10.0687475
184,8/30/1990 3:00,27.011248,15.944583,39631,2.3833332,12.408897
185,8/31/1990 3:00,20.769583,14.08625,15742.362,10.016666,17.382421
186,3/1/1991 2:00,7.844583,-1.1970834,30155.516,0.1,12.487592
187,3/2/1991 2:00,8.777917,-0.61375,24734.771,1.2333335,13.753591
188,3/3/1991 2:00,10.669583,1.6529168,26088.06,1.4333333,13.99691
189,3/4/1991 2:00,11.41125,-0.86375004,31769.412,0,13.788422
190,3/5/1991 2:00,12.644584,2.28625,22276.12,1.3166667,14.412227
191,3/6/1991 2:00,12.68625,4.4029164,17025.258,0.6333334,15.907272
192,3/7/1991 2:00,13.786248,4.5362496,22612.447,0.48333335,18.273283
193,3/8/1991 2:00,15.102917,4.877917,28271.213,0,16.177988
194,3/9/1991 2:00,14.502917,5.01125,23179.62,2.2333333,17.099848
195,3/10/1991 2:00,12.944583,5.4612503,20207.826,1.25,13.794777
196,3/11/1991 2:00,13.194583,4.43625,31054.666,0.3166667,9.133596
197,3/12/1991 2:00,14.16125,2.9945834,33562.242,0.15,9.132749
198,3/13/1991 2:00,14.444584,2.31125,33289.688,0,9.332757
199,3/14/1991 2:00,16.111252,2.5779166,38410.95,0.033333335,10.095518
200,3/15/1991 2:00,14.327916,3.9862502,26978.85,0.84999996,12.741837
201,3/16/1991 2:00,14.702916,3.9695835,30198.818,0.23333333,13.637698
202,3/17/1991 2:00,15.894585,4.1529164,36884.41,0,13.53159
203,3/18/1991 2:00,14.111249,3.91125,35750.297,0.5833334,13.126464
204,3/19/1991 2:00,11.794583,5.4445834,5859.254,7.2166657,22.7295
205,3/20/1991 2:00,13.561249,9.119583,27907.053,3.583333,25.909729
206,3/21/1991 2:00,15.56125,7.619583,16865.139,5.5333333,21.5231
207,3/22/1991 2:00,10.144582,3.5695832,12823.263,4.2833333,17.299017
208,3/23/1991 2:00,10.627916,1.7945833,25665.44,0.116666675,10.857173
209,3/24/1991 2:00,12.402916,3.1779168,26130.451,0.51666665,16.340929
210,3/25/1991 2:00,10.194583,4.1779165,21401.248,0.28333333,28.355967
211,3/26/1991 2:00,9.327916,2.9529169,23864.297,1.2999998,22.76193
212,3/27/1991 2:00,8.51125,0.71125,31195.562,0.65000004,16.499376
213,3/28/1991 2:00,7.4029164,-0.89708334,34668.473,0.5833333,17.68292
214,3/29/1991 2:00,5.802916,-2.0470834,26655.354,0.15000002,14.582832
215,3/30/1991 2:00,8.13625,-2.11375,31803.576,0,11.406499
216,3/31/1991 2:00,8.26125,1.4779167,25823.795,0,12.475108
217,4/1/1991 3:00,12.502915,2.3029165,21919.049,2.4999998,16.371077
218,4/2/1991 3:00,15.027916,5.5362496,21906.37,1.4666666,17.935154
219,4/3/1991 3:00,15.519582,4.86125,33292.88,0.2,18.67446
220,4/4/1991 3:00,13.177917,4.2279167,23843.148,2.0333333,16.248705
221,4/5/1991 3:00,12.08625,4.41125,25842.406,1.5333333,14.076572
222,4/6/1991 3:00,12.76125,2.9445837,34972.64,1.0333333,13.625004
223,4/7/1991 3:00,12.586249,4.53625,35934.527,1.9333333,22.885027
224,4/8/1991 3:00,12.03625,5.61125,37000.816,3.0666666,21.089926
225,4/9/1991 3:00,12.361249,4.9279165,39946.676,0.59999996,19.038618
226,4/10/1991 3:00,15.552917,1.7445835,41487.055,0,11.285003
227,4/11/1991 3:00,16.23625,4.427917,43320.312,0,17.711687
228,4/12/1991 3:00,17.86125,4.9529166,44812.45,0,16.872437
229,4/13/1991 3:00,17.83625,4.9195833,44742.78,0,12.26831
230,4/14/1991 3:00,17.819584,5.0779166,45003.043,0.28333333,14.086533
231,4/15/1991 3:00,18.16125,4.627917,45256.395,0,16.299797
232,4/16/1991 3:00,11.452916,2.3945835,35907.32,0.55,26.507376
233,4/17/1991 3:00,7.98625,0.28625,38920.926,2.1666667,18.120207
234,4/18/1991 3:00,6.744583,-1.36375,40761.004,1.0666667,13.478576
235,4/19/1991 3:00,6.144583,-0.7554167,34500.32,3.3166668,15.455181
236,4/20/1991 3:00,6.38625,-1.98875,44241.28,0.86666673,12.895766
237,4/21/1991 3:00,7.044584,-2.23875,46070.137,0.16666667,12.731318
238,4/22/1991 3:00,8.06125,-1.2804166,24807.656,3.8999999,19.966684
239,4/23/1991 3:00,8.319583,1.4195833,32483.938,4.1,12.919948
240,4/24/1991 3:00,9.869583,0.85291666,39316.2,0.96666664,8.402517
241,4/25/1991 3:00,12.111249,-0.80541676,45032.36,0.98333335,14.841717
242,4/26/1991 3:00,12.719582,1.3279167,42235.895,1.2999998,14.691738
243,4/27/1991 3:00,13.177917,2.5279167,42104.2,0.15,8.430495
244,4/28/1991 3:00,13.977917,2.2779167,44773.082,1.5666666,10.478098
245,4/29/1991 3:00,12.577916,2.4862502,45415.113,1.4499999,11.542445
246,4/30/1991 3:00,10.702916,4.3195834,14416.6455,7.2833333,15.570454
247,5/1/1991 3:00,11.211249,4.1195836,19619.99,4.7499995,17.57637
248,5/2/1991 3:00,10.352917,4.4029164,20645.07,2.716667,14.006625
249,5/3/1991 3:00,9.769584,3.18625,34323.12,2.133333,15.014637
250,5/4/1991 3:00,10.344583,2.53625,32837.496,1.4500002,11.737805
251,5/5/1991 3:00,10.869583,2.43625,28616.672,0.90000004,11.019208
252,5/6/1991 3:00,9.869583,2.8695834,24275.045,4.566667,10.332646
253,5/7/1991 3:00,12.077916,3.7029169,37742.09,1.1,10.1074915
254,5/8/1991 3:00,13.127917,3.0029166,36530.863,0.31666666,11.571556
255,5/9/1991 3:00,14.63625,3.8029168,45291.938,0.53333336,14.073757
256,5/10/1991 3:00,17.294582,4.3195834,47741.676,0.29999998,15.845782
257,5/11/1991 3:00,15.194583,7.052917,25665.023,3.533333,16.860384
258,5/12/1991 3:00,12.71125,7.2112503,24850.11,7.733333,17.867937
259,5/13/1991 3:00,15.744583,5.2029166,36957.402,0.7,11.740174
260,5/14/1991 3:00,13.819583,6.5362496,19276.531,5.316667,19.135612
261,5/15/1991 3:00,11.26125,4.86125,42847.16,2.8833332,21.334755
262,5/16/1991 3:00,11.777916,3.4279168,44723.668,2.0833333,15.8389015
263,5/17/1991 3:00,12.236251,3.5195835,39159.793,3.3,13.595921
264,5/18/1991 3:00,12.68625,2.9695833,47100.375,0.28333333,14.6330805
265,5/19/1991 3:00,13.902916,3.4279168,43762.402,0.15,12.094121
266,5/20/1991 3:00,16.602915,6.4779167,25027.908,0.36666667,16.88616
267,5/21/1991 3:00,18.302916,10.677917,24768.164,0.083333336,20.507507
268,5/22/1991 3:00,17.844584,8.844583,45446.902,0,23.839247
269,5/23/1991 3:00,12.677917,6.4945836,45616.12,0.4333333,24.207651
270,5/24/1991 3:00,12.111249,4.6529164,41226.56,0.38333336,16.377333
271,5/25/1991 3:00,13.394584,4.5362496,23551.646,1.1833334,16.974976
272,5/26/1991 3:00,13.852916,6.73625,20500.424,1.35,16.103292
273,5/27/1991 3:00,15.127917,5.7279167,26101.584,0.116666675,10.548191
274,5/28/1991 3:00,17.102919,7.094583,28623.44,0,11.565539
275,5/29/1991 3:00,18.377916,6.9695835,42300.855,0,11.914411
276,5/30/1991 3:00,20.461248,7.3612494,47815.434,0,12.324657
277,5/31/1991 3:00,20.852915,8.63625,52847.676,0,14.038227
278,6/1/1991 3:00,17.56125,8.169583,49300.05,0.016666668,18.977655
279,6/2/1991 3:00,17.794584,5.8529167,47434.33,0,10.117526
280,6/3/1991 3:00,16.494583,8.519584,39773.754,4.066667,23.080992
281,6/4/1991 3:00,13.244582,6.169584,43781.152,1.75,18.361504
282,6/5/1991 3:00,14.544582,5.1945834,49573.844,0.20000003,14.461296
283,6/6/1991 3:00,16.31125,6.9112496,20387.102,3,14.975536
284,6/7/1991 3:00,17.777918,9.211249,26938.188,2.2,11.311435
285,6/8/1991 3:00,18.077917,10.31125,42112.17,2.0833333,17.133997
286,6/9/1991 3:00,18.719584,10.219583,23775.736,2.1333334,17.901226
287,6/10/1991 3:00,18.227919,12.152916,46946.418,2.4666667,22.363749
288,6/11/1991 3:00,17.211248,11.194583,38051.105,2.0000002,21.541452
289,6/12/1991 3:00,22.027916,10.26125,36818.848,2.9000003,17.928679
290,6/13/1991 3:00,18.519583,12.536248,36813.047,3.0666668,22.77324
291,6/14/1991 3:00,17.23625,10.994583,41970.754,3.283333,21.007105
292,6/15/1991 3:00,20.844584,11.18625,31861.744,4.4,20.014208
293,6/16/1991 3:00,16.969584,10.88625,26232.627,6.8666663,22.485628
294,6/17/1991 3:00,15.061252,8.261249,21778.133,10.316667,11.124603
295,6/18/1991 3:00,15.81125,8.752917,39156.45,5.8666673,16.551031
296,6/19/1991 3:00,15.727918,8.602916,41487.215,1.5833331,18.941576
297,6/20/1991 3:00,16.219584,8.744583,24644.549,6.5,13.771449
298,6/21/1991 3:00,19.744583,10.177917,41414.508,1.6166668,14.762877
299,6/22/1991 3:00,24.227915,12.844583,43892.812,2.6333334,15.843879
300,6/23/1991 3:00,22.386251,14.711249,41568.2,1.2,15.704337
301,6/24/1991 3:00,21.136251,14.361251,38542.51,5.316666,23.631195
302,6/25/1991 3:00,22.444582,13.669583,32519.818,1.6,16.637918
303,6/26/1991 3:00,21.869583,13.91125,40040.457,3.383333,21.963287
304,6/27/1991 3:00,18.727917,10.927917,39455.406,12.783334,23.859406
305,6/28/1991 3:00,15.319583,10.477917,31479.97,11.216667,26.397217
306,6/29/1991 3:00,15.827918,9.711249,32817.61,1.1833333,24.05557
307,6/30/1991 3:00,19.427916,9.51125,38014.734,1.0166667,16.672747
308,7/1/1991 3:00,22.894585,12.744583,36244.23,3.616666,10.00081
309,7/2/1991 3:00,26.66125,13.636249,52094.254,2.0000002,14.632767
310,7/3/1991 3:00,26.28625,15.119583,53024.74,0,17.58307
311,7/4/1991 3:00,25.419584,16.069584,50241.777,0.16666667,19.134336
312,7/5/1991 3:00,27.169584,16.844584,51278.965,0.7666667,19.473553
313,7/6/1991 3:00,28.527916,17.53625,53626.55,0.083333336,15.023914
314,7/7/1991 3:00,29.352919,16.58625,53429.094,0,13.698771
315,7/8/1991 3:00,28.202917,18.186249,47955.91,1.4166666,14.39888
316,7/9/1991 3:00,23.777916,17.302916,40287.01,2.25,14.666242
317,7/10/1991 3:00,25.686249,15.1362505,52084.938,0.033333335,12.948784
318,7/11/1991 3:00,30.436249,15.869583,53134.72,0,10.845764
319,7/12/1991 3:00,28.777918,17.98625,46434.49,1.1333333,16.071129
320,7/13/1991 3:00,24.16125,16.71125,35552.645,2.416667,15.1534195
321,7/14/1991 3:00,20.53625,15.577916,18278.568,8.616667,17.352015
322,7/15/1991 3:00,21.927917,13.577916,38362.113,0.23333335,17.507421
323,7/16/1991 3:00,21.294584,14.777916,36935.348,1.2833333,18.136549
324,7/17/1991 3:00,20.744585,14.094583,39879.293,1.5333332,15.632183
325,7/18/1991 3:00,20.544584,12.394584,30298.375,2.483333,15.930516
326,7/19/1991 3:00,20.636251,15.602917,30614.225,3.9166667,21.486221
327,7/20/1991 3:00,20.53625,14.377917,34919.13,0.66666675,16.026192
328,7/21/1991 3:00,20.669584,13.169583,41306.2,0.18333334,15.445394
329,7/22/1991 3:00,21.852915,12.027916,47865.156,0.016666668,11.884881
330,7/23/1991 3:00,26.261251,11.977916,51515.48,0,10.353603
331,7/24/1991 3:00,24.769583,15.369583,36373.965,5.6,18.328592
332,7/25/1991 3:00,20.011251,13.236249,42018.832,5.816667,14.488162
333,7/26/1991 3:00,19.78625,12.41125,39732.676,3.8333333,14.274918
334,7/27/1991 3:00,21.394583,12.544582,44753.215,0.43333337,11.28649
335,7/28/1991 3:00,24.577917,12.227916,48654.766,0.033333335,14.270644
336,7/29/1991 3:00,25.969584,14.6779175,50530.2,0,19.108553
337,7/30/1991 3:00,26.994583,15.869583,47340.49,0,16.303099
338,7/31/1991 3:00,23.102915,16.427916,28626.143,6.283333,15.627912
339,8/1/1991 3:00,21.386251,15.38625,16309.68,14.633332,15.385636
340,8/2/1991 3:00,23.244583,14.91125,32042.502,3.0833333,14.100323
341,8/3/1991 3:00,24.102915,14.902916,39830.16,0.95,12.580047
342,8/4/1991 3:00,24.636248,15.16125,44156.434,2.116667,9.257279
343,8/5/1991 3:00,25.86125,14.694584,47020.91,0.083333336,9.196308
344,8/6/1991 3:00,29.269583,16.48625,47452.406,0,13.565006
345,8/7/1991 3:00,30.261251,17.569584,45761.504,1.6166668,12.4749
346,8/8/1991 3:00,24.56125,16.594584,24023.326,6.616667,16.719261
347,8/9/1991 3:00,22.227915,14.8862505,32666.924,0.79999995,13.949887
348,8/10/1991 3:00,24.611252,15.627917,29600.023,0.55,14.551713
349,8/11/1991 3:00,25.494583,16.294582,30619.963,1.6666666,17.478191
350,8/12/1991 3:00,22.902918,15.252917,41958.06,1.0833334,17.626656
351,8/13/1991 3:00,22.019585,13.68625,39404.254,0.16666667,11.202782
352,8/14/1991 3:00,23.23625,13.43625,39966.895,1.1499999,9.355575
353,8/15/1991 3:00,24.569582,13.63625,46213.363,0.05,8.855001
354,8/16/1991 3:00,25.502914,14.68625,45611.824,0.18333334,17.984241
355,8/17/1991 3:00,22.53625,14.769584,40919.227,2.75,22.739828
356,8/18/1991 3:00,19.511251,13.66125,38633.68,2.1833334,21.650389
357,8/19/1991 3:00,18.894585,11.96125,37335.59,0.3,18.963106
358,8/20/1991 3:00,20.969584,12.019584,29279.266,1.65,14.490567
359,8/21/1991 3:00,23.702917,12.052917,40999.312,0,11.115434
360,8/22/1991 3:00,27.694586,14.03625,43866.27,0,16.95145
361,8/23/1991 3:00,24.94458,16.527916,32560.713,1.25,15.608703
362,8/24/1991 3:00,23.527916,15.369583,32215.854,0.53333336,15.536695
363,8/25/1991 3:00,21.644583,13.4279175,36652.55,0.18333334,12.069409
364,8/26/1991 3:00,22.102919,12.519582,37605.016,0.05,13.264473
365,8/27/1991 3:00,21.819582,11.919582,38061.47,0,10.894408
366,8/28/1991 3:00,21.977915,12.494583,35257.168,0.14999999,14.718928
367,8/29/1991 3:00,20.461248,11.002915,38025.668,0.41666666,15.924701
368,8/30/1991 3:00,21.936249,10.277917,41858.45,0.06666667,12.208089
369,8/31/1991 3:00,24.136251,10.769584,44667.895,0,13.002488
370,3/1/1992 2:00,14.627915,1.1862502,34658.543,0,13.167062
371,3/2/1992 2:00,10.01125,2.3195834,22721.188,2.7333333,25.857529
372,3/3/1992 2:00,9.377917,2.6195834,16771.734,0.9833333,25.382355
373,3/4/1992 2:00,11.76125,3.2445831,22787.94,0.033333335,13.999145
374,3/5/1992 2:00,14.752917,2.2279167,34202.723,0,14.164485
375,3/6/1992 2:00,10.544583,3.5362499,17466.73,3.6499999,18.946775
376,3/7/1992 2:00,10.777917,1.38625,28715.256,0.016666668,12.621541
377,3/8/1992 2:00,12.01125,0.8695833,34703.62,0,11.646375
378,3/9/1992 2:00,12.119582,1.23625,30416.062,0.083333336,8.815331
379,3/10/1992 2:00,13.294583,0.59458345,34766.92,0.53333336,19.670656
380,3/11/1992 2:00,7.7279167,1.8779168,33038.777,3.2166665,27.468225
381,3/12/1992 2:00,8.43625,1.8945833,8512.488,8.766666,33.93839
382,3/13/1992 2:00,8.03625,3.81125,4083.9043,13.3,35.98979
383,3/14/1992 2:00,6.252917,1.5029167,32905.9,4.766667,32.14815
384,3/15/1992 2:00,4.752917,0.26958334,14127.078,6.9,28.24452
385,3/16/1992 2:00,5.769583,-0.77208334,24691.479,0.15,20.471441
386,3/17/1992 2:00,8.819583,-0.08875004,16065.241,0.13333334,10.376908
387,3/18/1992 2:00,12.794583,1.2779168,35318.77,0,11.3498335
388,3/19/1992 2:00,10.861249,2.56125,15277.249,0.76666665,14.05186
389,3/20/1992 2:00,11.53625,5.552917,8761.487,3.4333334,20.140434
390,3/21/1992 2:00,12.38625,4.644583,13370.415,5.0833335,30.211447
391,3/22/1992 2:00,8.0112505,2.8195832,10613.267,13.833333,31.939184
392,3/23/1992 2:00,7.6862493,1.83625,17372.232,6.183333,18.259642
393,3/24/1992 2:00,6.8195834,0.9029167,13257.392,5.7333336,21.603462
394,3/25/1992 2:00,5.2945833,0.50291675,14194.308,4.9000006,19.39221
395,3/26/1992 2:00,8.494582,-0.33875,27546.092,0.6333333,19.71178
396,3/27/1992 2:00,8.177917,0.41125,26560.783,1.3333334,15.515834
397,3/28/1992 2:00,5.7779164,-0.055416644,34211.883,4.016667,21.078268
398,3/29/1992 2:00,5.7779164,-1.6970834,29328.396,1.4000001,18.46985
399,3/30/1992 3:00,10.06125,-1.0970834,28786.783,0.16666667,17.051966
400,3/31/1992 3:00,13.327916,1.8612499,23798.117,0.90000004,20.410692
401,4/1/1992 3:00,10.569583,3.1029165,13072.422,5.4666667,19.936523
402,4/2/1992 3:00,11.344583,1.4779167,38888.76,1.1333333,18.410688
403,4/3/1992 3:00,10.919583,2.28625,22806.127,2.8999999,13.680622
404,4/4/1992 3:00,8.68625,1.4445833,22985.76,1.8166666,12.922217
405,4/5/1992 3:00,8.01125,0.40291667,27484.162,2.6166666,15.796899
406,4/6/1992 3:00,9.844583,0.14458334,33880.63,0.6166667,12.123928
407,4/7/1992 3:00,12.26125,0.2445833,40591.57,0.06666667,11.9047165
408,4/8/1992 3:00,12.78625,1.03625,43125.13,0.016666668,17.591412
409,4/9/1992 3:00,13.394582,1.2279167,43803.61,0,16.613962
410,4/10/1992 3:00,13.969583,0.7029167,42063.926,0,11.127404
411,4/11/1992 3:00,14.702916,2.6279168,42460.934,0,11.315776
412,4/12/1992 3:00,16.302916,2.3779168,42455.99,0.33333334,15.608632
413,4/13/1992 3:00,11.002917,5.5945835,38094.418,2.75,25.398436
414,4/14/1992 3:00,12.069583,4.56125,32540.01,2.35,28.24079
415,4/15/1992 3:00,11.944584,4.68625,22061.834,4.7000003,29.715307
416,4/16/1992 3:00,6.81125,1.2529167,19995.824,2.9166667,24.552462
417,4/17/1992 3:00,7.73625,-0.18041663,33616.902,1.9333334,17.505568
418,4/18/1992 3:00,9.919582,2.8862498,1153.3441,2.3666668,19.565893
419,4/19/1992 3:00,11.927917,5.76125,36757.75,2,27.514435
420,4/20/1992 3:00,10.227916,1.9945835,44433.11,0.21666668,18.673903
421,4/21/1992 3:00,13.6362505,-0.5970834,42368.94,0,13.236179
422,4/22/1992 3:00,14.869582,3.18625,29079.086,1.2333333,16.230654
423,4/23/1992 3:00,12.5112505,5.4779167,29037.764,4.2166667,15.442096
424,4/24/1992 3:00,16.727919,5.8445835,29636.787,0.06666667,13.932938
425,4/25/1992 3:00,20.06125,8.927917,37165.277,0.28333333,17.169436
426,4/26/1992 3:00,19.602917,9.269582,33842.383,2.5166667,21.394577
427,4/27/1992 3:00,15.744584,8.61125,30831.135,6.2999997,22.679956
428,4/28/1992 3:00,16.01125,7.194584,12505.825,5.633333,20.690351
429,4/29/1992 3:00,12.361249,5.169583,29723.604,4.5333333,20.08731
430,4/30/1992 3:00,13.3862505,3.4029167,39548.22,0.21666668,13.189506
431,5/1/1992 3:00,14.544583,4.98625,20248.717,4.4500003,23.009348
432,5/2/1992 3:00,13.127917,6.2862506,21649.342,2.9666665,13.540923
433,5/3/1992 3:00,12.236249,5.23625,25891.633,0.116666675,14.383427
434,5/4/1992 3:00,13.477917,4.4695835,34834.68,0.116666675,11.783305
435,5/5/1992 3:00,16.069584,5.1195836,35328.223,0,10.279334
436,5/6/1992 3:00,16.777916,6.5695834,39675.73,0,12.9407015
437,5/7/1992 3:00,17.852915,8.18625,22954.693,0.84999996,15.14347
438,5/8/1992 3:00,16.26125,7.927916,31245.205,1.4833332,24.065992
439,5/9/1992 3:00,12.986249,7.51125,21309.225,5.6666675,26.784576
440,5/10/1992 3:00,13.494583,7.844583,29047.805,4.0333333,29.208282
441,5/11/1992 3:00,13.694583,6.7362504,28207.25,9.233334,22.940649
442,5/12/1992 3:00,15.819584,4.23625,35970.645,0.23333333,20.466845
443,5/13/1992 3:00,20.444582,8.119584,37526.934,0,14.247556
444,5/14/1992 3:00,24.469582,9.669583,50352.668,0,15.43954
445,5/15/1992 3:00,25.402916,11.736251,50538.84,0,12.930913
446,5/16/1992 3:00,22.502916,10.444583,50377.605,0.1,17.3003
447,5/17/1992 3:00,18.269585,9.227917,48369.316,0,15.349509
448,5/18/1992 3:00,19.26125,7.9779162,50921.996,0,16.500132
449,5/19/1992 3:00,20.202917,9.194583,51187.51,0,18.816446
450,5/20/1992 3:00,22.094584,10.41125,51312.863,0,20.619402
451,5/21/1992 3:00,22.602919,10.044583,48856.418,0.06666667,12.843249
452,5/22/1992 3:00,23.727915,10.53625,51507.45,0.033333335,13.50689
453,5/23/1992 3:00,24.544584,12.269584,50369.875,0.4333333,18.592848
454,5/24/1992 3:00,23.844584,13.1779175,49810.312,0.96666664,14.320137
455,5/25/1992 3:00,23.561249,12.369583,51284,0.016666668,11.462302
456,5/26/1992 3:00,22.511251,12.736249,48208.36,0.26666668,18.741682
457,5/27/1992 3:00,22.252916,13.019584,48087.312,0.26666668,18.523785
458,5/28/1992 3:00,22.777916,12.594584,51704.934,0,18.032318
459,5/29/1992 3:00,22.969584,12.069583,45042.09,0.33333334,18.325705
460,5/30/1992 3:00,23.436249,12.28625,48674.734,1.0166667,13.543151
461,5/31/1992 3:00,24.052917,12.902916,42753.96,0.23333333,13.985774
462,6/1/1992 3:00,24.452917,14.361249,43849.95,0.8333333,14.206509
463,6/2/1992 3:00,26.18625,15.719582,35410.5,5.566667,17.206747
464,6/3/1992 3:00,21.761251,14.836249,25473.99,7.4833336,18.150057
465,6/4/1992 3:00,20.694582,13.744582,27304.766,9.149999,20.791655
466,6/5/1992 3:00,22.28625,13.044582,32614.408,7.6999993,17.328783
467,6/6/1992 3:00,21.077917,13.78625,38516.06,1.75,14.155602
468,6/7/1992 3:00,20.71125,12.58625,39299.863,2.4666665,14.0257635
469,6/8/1992 3:00,20.336248,13.102917,36417.82,3.6833332,14.653401
470,6/9/1992 3:00,20.919584,12.394584,40805.43,2.0333335,13.415226
471,6/10/1992 3:00,20.502916,11.294582,48972.777,2.1333332,17.532442
472,6/11/1992 3:00,18.119583,10.744583,42786.445,1.8000001,15.06606
473,6/12/1992 3:00,19.569584,10.744583,38487.855,0.9666667,14.820292
474,6/13/1992 3:00,21.78625,12.1362505,42613.418,1.1999999,13.6031685
475,6/14/1992 3:00,22.619583,12.602916,34928.305,0,10.7951
476,6/15/1992 3:00,24.802917,13.4279175,47070.816,0.016666668,10.701402
477,6/16/1992 3:00,23.577917,13.469583,47623.41,0.26666668,18.549852
478,6/17/1992 3:00,21.627916,12.51125,47200.934,1.4666667,17.524752
479,6/18/1992 3:00,18.58625,11.052917,38659.586,0.55,15.096924
480,6/19/1992 3:00,16.769585,10.252915,10545.4,8.233334,16.35702
481,6/20/1992 3:00,23.869583,12.827916,37201.027,5.433334,17.690928
482,6/21/1992 3:00,20.894583,12.63625,39966.324,0.05,16.650286
483,6/22/1992 3:00,21.361252,11.936249,45490.277,0.016666668,13.856519
484,6/23/1992 3:00,22.777916,12.544583,35906.01,3.7166665,14.360257
485,6/24/1992 3:00,21.986252,13.944583,41252.637,2.15,13.789809
486,6/25/1992 3:00,21.68625,13.58625,39214.836,2.7166665,11.417121
487,6/26/1992 3:00,23.119583,13.369582,47861.25,0.2,12.187406
488,6/27/1992 3:00,24.602915,12.077916,53024.637,0,11.080608
489,6/28/1992 3:00,25.586248,12.127917,50275.832,0,11.985297
490,6/29/1992 3:00,27.086252,13.152916,53594.418,0,10.395748
491,6/30/1992 3:00,28.627916,14.3862505,53220.547,0,13.295822
492,7/1/1992 3:00,25.194582,16.86125,44037.78,1.25,15.17632
493,7/2/1992 3:00,23.352915,15.344583,47442.504,1.15,12.5419855
494,7/3/1992 3:00,24.486252,14.086249,48729.72,0.7166667,9.461044
495,7/4/1992 3:00,22.327917,15.269582,22080.703,11.05,14.848859
496,7/5/1992 3:00,19.602917,14.177917,10524.855,7.15,16.176327
497,7/6/1992 3:00,18.736252,13.111249,21212.334,3.8999999,19.26535
498,7/7/1992 3:00,20.402918,12.627917,27249.229,1.25,13.469939
499,7/8/1992 3:00,23.502916,11.994583,48290.062,0.05,11.103023
500,7/9/1992 3:00,25.652916,14.002917,47447.348,0.3,9.946786
501,7/10/1992 3:00,24.002916,15.544583,38874.074,4.433333,13.194432
502,7/11/1992 3:00,19.344584,14.569584,22447.646,4.4666667,12.431915
503,7/12/1992 3:00,20.544584,13.427917,34522.895,4.433334,18.313112
504,7/13/1992 3:00,20.702919,13.294583,31650.045,0.5333333,19.603989
505,7/14/1992 3:00,20.002916,13.777917,21625.572,4.716667,24.01863
506,7/15/1992 3:00,20.344584,13.369583,38876.395,0.5333333,14.804417
507,7/16/1992 3:00,23.194586,12.202916,42574.305,0.083333336,10.74995
508,7/17/1992 3:00,25.527916,13.927917,32713.979,2.3,14.621779
509,7/18/1992 3:00,21.927917,15.927917,36314.168,1.3666667,18.774664
510,7/19/1992 3:00,26.627916,13.994583,51293.527,0,12.011008
511,7/20/1992 3:00,29.319582,15.852917,48944.375,0,10.575439
512,7/21/1992 3:00,30.96125,18.58625,46064.72,4.5833335,18.835268
513,7/22/1992 3:00,23.28625,16.38625,39369.977,2.6166666,14.132155
514,7/23/1992 3:00,25.177916,14.402916,49791.902,0.25000003,11.879978
515,7/24/1992 3:00,27.402916,16.294584,47845.816,0.53333336,13.519458
516,7/25/1992 3:00,24.044584,16.852917,35810.164,4.166667,11.91961
517,7/26/1992 3:00,25.186249,15.269584,46853.87,0.016666668,12.564799
